activityID,startTime,linkedEvents,GST_ActivityID
2024-03-17T03:12:00-CME-001,2024-03-17T03:12Z,[{'activityID': '2024-03-21T01:50:00-IPS-001'}],2024-03-21T01:50:00-IPS-001
2024-03-17T03:36:00-CME-001,2024-03-17T03:36Z,[{'activityID': '2024-03-21T01:50:00-IPS-001'}],2024-03-21T01:50:00-IPS-001
2024-03-18T04:24:00-CME-001,2024-03-18T04:24Z,[{'activityID': '2024-03-18T03:21:00-FLR-001'}],2024-03-18T03:21:00-FLR-001
2024-03-22T14:48:00-CME-001,2024-03-22T14:48Z,[{'activityID': '2024-03-22T13:45:00-FLR-001'}],2024-03-22T13:45:00-FLR-001
2024-03-23T01:25:00-CME-001,2024-03-23T01:25Z,"[{'activityID': '2024-03-23T00:58:00-FLR-001'}, {'activityID': '2024-03-23T05:57:00-SEP-001'}, {'activityID': '2024-03-23T06:49:00-SEP-001'}, {'activityID': '2024-03-23T08:15:00-SEP-001'}, {'activityID': '2024-03-23T09:55:00-SEP-001'}, {'activityID': '2024-03-24T12:00:00-GST-001'}, {'activityID': '2024-03-24T14:10:00-IPS-001'}, {'activityID': '2024-03-24T14:27:00-IPS-001'}, {'activityID': '2024-03-24T16:25:00-MPC-001'}]",2024-03-23T00:58:00-FLR-001
2024-03-23T01:48:00-CME-001,2024-03-23T01:48Z,"[{'activityID': '2024-03-24T12:00:00-GST-001'}, {'activityID': '2024-03-24T14:10:00-IPS-001'}, {'activityID': '2024-03-24T14:27:00-IPS-001'}, {'activityID': '2024-03-24T16:25:00-MPC-001'}]",2024-03-24T12:00:00-GST-001
2024-03-25T15:12:00-CME-001,2024-03-25T15:12Z,[{'activityID': '2024-03-25T14:30:00-FLR-001'}],2024-03-25T14:30:00-FLR-001
2024-03-28T21:12:00-CME-001,2024-03-28T21:12Z,"[{'activityID': '2024-03-28T20:29:00-FLR-001'}, {'activityID': '2024-03-28T20:50:00-FLR-001'}]",2024-03-28T20:29:00-FLR-001
2024-03-30T21:36:00-CME-001,2024-03-30T21:36Z,"[{'activityID': '2024-03-30T21:01:00-FLR-001'}, {'activityID': '2024-03-30T22:49:00-FLR-001'}]",2024-03-30T21:01:00-FLR-001
2024-04-11T07:00:00-CME-001,2024-04-11T07:00Z,[{'activityID': '2024-04-15T17:27:00-IPS-001'}],2024-04-15T17:27:00-IPS-001
2024-04-11T17:12:00-CME-001,2024-04-11T17:12Z,[{'activityID': '2024-04-11T16:52:00-FLR-001'}],2024-04-11T16:52:00-FLR-001
2024-04-12T02:00:00-CME-001,2024-04-12T02:00Z,[{'activityID': '2024-04-16T09:20:00-IPS-001'}],2024-04-16T09:20:00-IPS-001
2024-04-12T18:12:00-CME-001,2024-04-12T18:12Z,[{'activityID': '2024-04-12T17:45:00-FLR-001'}],2024-04-12T17:45:00-FLR-001
2024-04-13T05:12:00-CME-001,2024-04-13T05:12Z,[{'activityID': '2024-04-13T04:58:00-FLR-001'}],2024-04-13T04:58:00-FLR-001
2024-04-13T18:00:00-CME-001,2024-04-13T18:00Z,[{'activityID': '2024-04-13T14:48:00-FLR-001'}],2024-04-13T14:48:00-FLR-001
2024-04-13T21:24:00-CME-001,2024-04-13T21:24Z,[{'activityID': '2024-04-13T21:01:00-FLR-001'}],2024-04-13T21:01:00-FLR-001
2024-04-14T11:12:00-CME-001,2024-04-14T11:12Z,"[{'activityID': '2024-04-14T10:24:00-FLR-001'}, {'activityID': '2024-04-17T08:55:00-IPS-001'}]",2024-04-14T10:24:00-FLR-001
2024-04-15T06:48:00-CME-001,2024-04-15T06:48Z,"[{'activityID': '2024-04-15T05:47:00-FLR-001'}, {'activityID': '2024-04-19T04:53:00-IPS-001'}, {'activityID': '2024-04-19T18:00:00-GST-001'}, {'activityID': '2024-04-24T15:45:00-RBE-001'}]",2024-04-15T05:47:00-FLR-001
2024-04-17T21:12:00-CME-001,2024-04-17T21:12Z,"[{'activityID': '2024-04-17T20:00:00-FLR-001'}, {'activityID': '2024-04-17T20:06:00-FLR-001'}]",2024-04-17T20:00:00-FLR-001
2024-04-18T03:12:00-CME-001,2024-04-18T03:12Z,[{'activityID': '2024-04-18T02:32:00-FLR-001'}],2024-04-18T02:32:00-FLR-001
2024-04-20T09:24:00-CME-001,2024-04-20T09:24Z,[{'activityID': '2024-04-20T08:36:00-FLR-001'}],2024-04-20T08:36:00-FLR-001
2024-04-21T11:12:00-CME-001,2024-04-21T11:12Z,[{'activityID': '2024-04-21T10:51:00-FLR-001'}],2024-04-21T10:51:00-FLR-001
2024-04-21T12:48:00-CME-001,2024-04-21T12:48Z,[{'activityID': '2024-04-21T12:11:00-FLR-001'}],2024-04-21T12:11:00-FLR-001
2024-04-21T15:37:00-CME-001,2024-04-21T15:37Z,[{'activityID': '2024-04-21T15:07:00-FLR-001'}],2024-04-21T15:07:00-FLR-001
2024-04-21T22:12:00-CME-001,2024-04-21T22:12Z,[{'activityID': '2024-04-21T21:44:00-FLR-001'}],2024-04-21T21:44:00-FLR-001
2024-04-22T06:12:00-CME-001,2024-04-22T06:12Z,[{'activityID': '2024-04-22T05:27:00-FLR-001'}],2024-04-22T05:27:00-FLR-001
2024-04-22T12:36:00-CME-001,2024-04-22T12:36Z,[{'activityID': '2024-04-22T12:07:00-FLR-001'}],2024-04-22T12:07:00-FLR-001
2024-04-22T16:12:00-CME-001,2024-04-22T16:12Z,[{'activityID': '2024-04-22T15:41:00-FLR-001'}],2024-04-22T15:41:00-FLR-001
2024-04-22T21:48:00-CME-001,2024-04-22T21:48Z,[{'activityID': '2024-04-22T21:05:00-FLR-001'}],2024-04-22T21:05:00-FLR-001
2024-04-22T22:24:00-CME-001,2024-04-22T22:24Z,[{'activityID': '2024-04-22T21:05:00-FLR-001'}],2024-04-22T21:05:00-FLR-001
2024-04-23T04:12:00-CME-001,2024-04-23T04:12Z,[{'activityID': '2024-04-23T03:06:00-FLR-001'}],2024-04-23T03:06:00-FLR-001
2024-04-23T09:12:00-CME-001,2024-04-23T09:12Z,"[{'activityID': '2024-04-23T08:07:00-FLR-001'}, {'activityID': '2024-04-26T00:17:00-IPS-001'}]",2024-04-23T08:07:00-FLR-001
2024-04-23T18:12:00-CME-001,2024-04-23T18:12Z,[{'activityID': '2024-04-23T17:33:00-FLR-001'}],2024-04-23T17:33:00-FLR-001
2024-04-23T18:24:00-CME-001,2024-04-23T18:24Z,[{'activityID': '2024-04-23T17:33:00-FLR-001'}],2024-04-23T17:33:00-FLR-001
2024-04-24T01:48:00-CME-001,2024-04-24T01:48Z,[{'activityID': '2024-04-26T00:17:00-IPS-001'}],2024-04-26T00:17:00-IPS-001
2024-04-24T15:05:00-CME-001,2024-04-24T15:05Z,[{'activityID': '2024-04-24T14:02:00-FLR-001'}],2024-04-24T14:02:00-FLR-001
2024-04-25T18:24:00-CME-001,2024-04-25T18:24Z,[{'activityID': '2024-04-25T17:03:00-FLR-001'}],2024-04-25T17:03:00-FLR-001
2024-04-30T00:36:00-CME-001,2024-04-30T00:36Z,[{'activityID': '2024-04-30T00:46:00-FLR-001'}],2024-04-30T00:46:00-FLR-001
2024-05-01T23:16:00-CME-001,2024-05-01T23:16Z,[{'activityID': '2024-05-01T22:26:00-FLR-001'}],2024-05-01T22:26:00-FLR-001
